実施年,地域規模,性別,正答数_国A,正答数_国B,正答数_算A,正答数_算B,正答数_理,正答数_理A,正答数_理B,正答率_国A,正答率_国B,正答率_算A,正答率_算B,正答率_理,正答率_理A,正答率_理B,学力層_国A,学力層_国B,学力層_算A,学力層_算B,学力層_理,学力層_理A,学力層_理B,正答数_国A_領域1,正答数_国A_領域2,正答数_国A_領域3,正答数_国A_領域4,正答数_国A_観点1,正答数_国A_観点2,正答数_国A_観点3,正答数_国A_観点4,正答数_国A_観点5,正答数_国A_形式1,正答数_国A_形式2,正答数_国A_形式3,正答数_国B_領域1,正答数_国B_領域2,正答数_国B_領域3,正答数_国B_領域4,正答数_国B_観点1,正答数_国B_観点2,正答数_国B_観点3,正答数_国B_観点4,正答数_国B_観点5,正答数_国B_形式1,正答数_国B_形式2,正答数_国B_形式3,正答数_算A_領域1,正答数_算A_領域2,正答数_算A_領域3,正答数_算A_領域4,正答数_算A_観点1,正答数_算A_観点2,正答数_算A_観点3,正答数_算A_観点4,正答数_算A_形式1,正答数_算A_形式2,正答数_算A_形式3,正答数_算B_領域1,正答数_算B_領域2,正答数_算B_領域3,正答数_算B_領域4,正答数_算B_観点1,正答数_算B_観点2,正答数_算B_観点3,正答数_算B_観点4,正答数_算B_形式1,正答数_算B_形式2,正答数_算B_形式3,正答数_理_領域1,正答数_理_領域2,正答数_理_領域3,正答数_理_領域4,正答数_理_観点1,正答数_理_観点2,正答数_理_観点3,正答数_理_観点4,正答数_理_形式1,正答数_理_形式2,正答数_理_形式3,正答数_理A_領域1,正答数_理A_領域2,正答数_理A_領域3,正答数_理A_領域4,正答数_理A_観点1,正答数_理A_観点2,正答数_理A_観点3,正答数_理A_観点4,正答数_理A_形式1,正答数_理A_形式2,正答数_理A_形式3,正答数_理B_領域1,正答数_理B_領域2,正答数_理B_領域3,正答数_理B_領域4,正答数_理B_観点1,正答数_理B_観点2,正答数_理B_観点3,正答数_理B_観点4,正答数_理B_形式1,正答数_理B_形式2,正答数_理B_形式3,類型_国A_01,類型_国A_02,類型_国A_03,類型_国A_04,類型_国A_05,類型_国A_06,類型_国A_07,類型_国A_08,類型_国A_09,類型_国A_10,類型_国A_11,類型_国A_12,類型_国A_13,類型_国A_14,類型_国B_01,類型_国B_02,類型_国B_03,類型_国B_04,類型_国B_05,類型_国B_06,類型_国B_07,類型_国B_08,類型_国B_09,類型_算A_01,類型_算A_02,類型_算A_03,類型_算A_04,類型_算A_05,類型_算A_06,類型_算A_07,類型_算A_08,類型_算A_09,類型_算A_10,類型_算A_11,類型_算A_12,類型_算A_13,類型_算A_14,類型_算A_15,類型_算A_16,類型_算B_01,類型_算B_02,類型_算B_03,類型_算B_04,類型_算B_05,類型_算B_06,類型_算B_07,類型_算B_08,類型_算B_09,類型_算B_10,類型_算B_11,類型_算B_12,類型_算B_13,類型_理_01,類型_理_02,類型_理_03,類型_理_04,類型_理_05,類型_理_06,類型_理_07,類型_理_08,類型_理_09,類型_理_10,類型_理_11,類型_理_12,類型_理_13,類型_理_14,類型_理_15,類型_理_16,類型_理_17,類型_理_18,類型_理_19,類型_理_20,類型_理_21,類型_理_22,類型_理_23,類型_理_24,正誤_国A_01,正誤_国A_02,正誤_国A_03,正誤_国A_04,正誤_国A_05,正誤_国A_06,正誤_国A_07,正誤_国A_08,正誤_国A_09,正誤_国A_10,正誤_国A_11,正誤_国A_12,正誤_国A_13,正誤_国A_14,正誤_国B_01,正誤_国B_02,正誤_国B_03,正誤_国B_04,正誤_国B_05,正誤_国B_06,正誤_国B_07,正誤_国B_08,正誤_国B_09,正誤_算A_01,正誤_算A_02,正誤_算A_03,正誤_算A_04,正誤_算A_05,正誤_算A_06,正誤_算A_07,正誤_算A_08,正誤_算A_09,正誤_算A_10,正誤_算A_11,正誤_算A_12,正誤_算A_13,正誤_算A_14,正誤_算A_15,正誤_算A_16,正誤_算B_01,正誤_算B_02,正誤_算B_03,正誤_算B_04,正誤_算B_05,正誤_算B_06,正誤_算B_07,正誤_算B_08,正誤_算B_09,正誤_算B_10,正誤_算B_11,正誤_算B_12,正誤_算B_13,正誤_理_01,正誤_理_02,正誤_理_03,正誤_理_04,正誤_理_05,正誤_理_06,正誤_理_07,正誤_理_08,正誤_理_09,正誤_理_10,正誤_理_11,正誤_理_12,正誤_理_13,正誤_理_14,正誤_理_15,正誤_理_16,正誤_理_17,正誤_理_18,正誤_理_19,正誤_理_20,正誤_理_21,正誤_理_22,正誤_理_23,正誤_理_24,正答率_国A_領域1,正答率_国A_領域2,正答率_国A_領域3,正答率_国A_領域4,正答率_国A_観点1,正答率_国A_観点2,正答率_国A_観点3,正答率_国A_観点4,正答率_国A_観点5,正答率_国A_形式1,正答率_国A_形式2,正答率_国A_形式3,正答率_国B_領域1,正答率_国B_領域2,正答率_国B_領域3,正答率_国B_領域4,正答率_国B_観点1,正答率_国B_観点2,正答率_国B_観点3,正答率_国B_観点4,正答率_国B_観点5,正答率_国B_形式1,正答率_国B_形式2,正答率_国B_形式3,正答率_算A_領域1,正答率_算A_領域2,正答率_算A_領域3,正答率_算A_領域4,正答率_算A_観点1,正答率_算A_観点2,正答率_算A_観点3,正答率_算A_観点4,正答率_算A_形式1,正答率_算A_形式2,正答率_算A_形式3,正答率_算B_領域1,正答率_算B_領域2,正答率_算B_領域3,正答率_算B_領域4,正答率_算B_観点1,正答率_算B_観点2,正答率_算B_観点3,正答率_算B_観点4,正答率_算B_形式1,正答率_算B_形式2,正答率_算B_形式3,正答率_理_領域1,正答率_理_領域2,正答率_理_領域3,正答率_理_領域4,正答率_理_観点1,正答率_理_観点2,正答率_理_観点3,正答率_理_観点4,正答率_理_形式1,正答率_理_形式2,正答率_理_形式3,正答率_理A_領域1,正答率_理A_領域2,正答率_理A_領域3,正答率_理A_領域4,正答率_理A_観点1,正答率_理A_観点2,正答率_理A_観点3,正答率_理A_観点4,正答率_理A_形式1,正答率_理A_形式2,正答率_理A_形式3,正答率_理B_領域1,正答率_理B_領域2,正答率_理B_領域3,正答率_理B_領域4,正答率_理B_観点1,正答率_理B_観点2,正答率_理B_観点3,正答率_理B_観点4,正答率_理B_形式1,正答率_理B_形式2,正答率_理B_形式3,児童質問紙回答_001,児童質問紙回答_002,児童質問紙回答_003,児童質問紙回答_004,児童質問紙回答_005,学校質問紙回答_016,学校質問紙回答_017,学校質問紙回答_018,学校質問紙回答_019,学校質問紙回答_020
2015,3,0,14,9,16,7,22,7,15,100,100,100,53.84615385,91.66666667,77.77777778,100,1,1,1,2,1,1,1,1,1,4,9,,1,1,4,9,7,7,,,6,6,,4,,6,6,,3,2,4,7,3,4,2,,,7,9,5,11,,2,2,4,2,,5,1,1,2,3,2,7,6,4,7,,15,4,3,16,3,3,3,,1,3,,,4,3,4,3,,4,6,3,4,,15,,,12,,3,1,1,1,1,1,1,1,1,1,3,1,1,1,4,3,1,1,1,1,3,1,3,1,4,1,1,1,1,1,1,1,3,1,1,1,1,3,2,1,4,3,1,1,9,1,1,5,6,2,0,0,1,1,3,2,2,3,2,5,2,1,1,1,1,1,4,1,1,4,1,2,1,1,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,0,0,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,100,100,100,100,,100,100,100,100,100,100,,,100,100,,100,,100,100,,100,100,100,100,100,100,100,,,100,100,100,100,,50,66.66666667,57.14285714,66.66666667,,55.55555556,50,50,66.66666667,60,40,100,100,66.66666667,100,,100,80,75,88.88888889,100,100,100,,33.33333333,100,,,80,75,66.66666667,100,,100,100,100,100,,100,,,100,,100,1,1,1,1,2,1,2,3,2,3
2015,3,0,8,2,9,4,4,0,4,57.14285714,22.22222222,56.25,30.76923077,16.66666667,0,26.66666667,3,4,4,3,4,4,4,1,1,1,6,,1,1,1,6,4,4,,,2,1,,2,,2,1,,0,0,2,3,2,2,2,,,3,6,3,6,,1,0,2,1,,2,0,2,3,0,1,1,3,1,0,,4,0,0,3,0,1,0,,0,0,,,0,0,0,0,,1,3,1,0,,4,,,3,,1,1,1,1,0,1,9,9,1,1,3,2,9,9,4,2,2,1,9,9,1,3,2,0,3,1,2,1,9,4,9,1,3,2,2,4,1,3,2,1,4,1,0,0,6,1,3,0,2,2,0,0,9,5,3,3,3,4,2,5,2,4,0,1,4,3,3,2,2,1,4,1,2,2,0,0,2,1,1,1,0,1,2,2,1,1,1,2,2,2,1,2,2,1,2,2,1,2,2,0,2,1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,1,0,0,2,1,2,0,2,1,0,0,2,2,1,1,2,2,1,2,1,2,0,2,2,2,2,2,2,2,2,2,2,2,0,0,2,100,100,25,66.66666667,,100,100,25,66.66666667,57.14285714,57.14285714,,,33.33333333,16.66666667,,50,,33.33333333,16.66666667,,0,0,50,42.85714286,66.66666667,50,100,,,42.85714286,66.66666667,60,54.54545455,,25,0,28.57142857,33.33333333,,22.22222222,0,100,100,0,20,14.28571429,50,16.66666667,0,,26.66666667,0,0,16.66666667,0,33.33333333,0,,0,0,,,0,0,0,0,,25,50,33.33333333,0,,26.66666667,,,25,,33.33333333,1,3,3,2,2,2,2,2,2,2
2015,2,0,6,3,7,6,8,1,7,42.85714286,33.33333333,43.75,46.15384615,33.33333333,11.11111111,46.66666667,4,4,4,2,4,4,3,0,0,1,5,,0,0,1,5,1,5,,,3,1,,2,,3,1,,1,0,2,2,1,2,2,,,3,4,2,5,,2,2,5,0,,5,0,1,2,2,2,1,4,4,1,,7,0,1,6,0,2,0,,1,0,,,0,1,1,0,,1,4,3,1,,7,,,5,,2,1,1,0,9,1,1,2,1,3,4,9,1,4,3,2,1,1,9,9,0,1,9,0,3,4,9,1,1,2,2,1,2,5,2,0,1,3,2,1,4,2,9,3,6,8,1,2,2,2,8,1,1,9,3,2,4,3,2,1,2,1,9,1,1,2,1,2,9,1,0,1,2,2,3,2,2,1,1,0,2,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,0,1,2,0,2,2,2,1,1,2,2,1,2,2,2,0,1,1,1,1,1,2,2,2,2,2,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,0,2,2,2,2,2,2,0,0,25,55.55555556,,0,0,25,55.55555556,14.28571429,71.42857143,,,50,16.66666667,,50,,50,16.66666667,,33.33333333,0,50,28.57142857,33.33333333,50,100,,,42.85714286,44.44444444,40,45.45454545,,50,66.66666667,71.42857143,0,,55.55555556,0,50,66.66666667,40,40,14.28571429,66.66666667,66.66666667,14.28571429,,46.66666667,0,25,33.33333333,0,66.66666667,0,,33.33333333,0,,,0,25,16.66666667,0,,25,66.66666667,100,25,,46.66666667,,,41.66666667,,66.66666667,1,2,1,2,2,2,1,2,2,3
2015,3,0,11,9,12,4,16,5,11,78.57142857,100,75,30.76923077,66.66666667,55.55555556,73.33333333,2,1,3,3,2,3,3,1,1,3,7,,1,1,3,7,6,5,,,6,6,,4,,6,6,,3,2,4,7,2,2,1,,,6,6,2,10,,0,2,2,2,,2,1,1,1,2,1,5,4,4,4,,11,2,3,13,1,2,1,,2,2,,,2,3,4,1,,4,4,2,2,,11,,,9,,2,1,1,1,9,1,1,1,7,1,3,1,3,1,4,3,1,1,1,1,1,1,3,1,4,1,1,1,1,1,1,1,3,2,2,1,1,4,3,1,4,2,0,1,6,1,9,0,7,3,0,0,1,1,3,2,3,3,0,1,2,1,1,4,4,1,4,1,9,2,1,1,1,1,4,9,3,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,0,1,2,1,2,0,2,2,0,0,1,1,1,1,2,1,0,1,1,1,1,2,2,1,1,1,2,2,1,2,2,1,1,2,1,100,100,75,77.77777778,,100,100,75,77.77777778,85.71428571,71.42857143,,,100,100,,100,,100,100,,100,100,100,100,66.66666667,50,50,,,85.71428571,66.66666667,40,90.90909091,,0,66.66666667,28.57142857,66.66666667,,22.22222222,50,50,33.33333333,40,20,71.42857143,66.66666667,66.66666667,57.14285714,,73.33333333,40,75,72.22222222,33.33333333,66.66666667,33.33333333,,66.66666667,66.66666667,,,40,75,66.66666667,33.33333333,,100,66.66666667,66.66666667,50,,73.33333333,,,75,,66.66666667,1,1,3,1,2,1,1,2,2,2
2015,1,0,13,8,16,11,22,9,13,92.85714286,88.88888889,100,84.61538462,91.66666667,100,86.66666667,1,1,1,1,1,1,1,1,1,4,8,,1,1,4,8,6,7,,,5,6,,3,,5,6,,3,2,3,7,3,4,2,,,7,9,5,11,,4,2,5,3,,8,2,1,2,5,4,7,6,5,5,,13,5,4,17,3,2,3,,3,3,,,5,4,6,3,,4,6,2,2,,13,,,11,,2,1,1,1,1,1,1,9,1,1,3,1,1,1,4,3,1,0,1,1,1,1,3,1,4,1,1,1,1,1,1,1,3,1,1,1,1,3,2,1,4,3,1,1,1,1,2,2,1,2,1,0,1,1,3,2,2,3,2,1,2,1,1,2,7,1,4,1,1,4,1,4,1,1,4,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,100,100,100,88.88888889,,100,100,100,88.88888889,85.71428571,100,,,83.33333333,100,,75,,83.33333333,100,,100,100,75,100,100,100,100,,,100,100,100,100,,100,66.66666667,71.42857143,100,,88.88888889,100,50,66.66666667,100,80,100,100,83.33333333,71.42857143,,86.66666667,100,100,94.44444444,100,66.66666667,100,,100,100,,,100,100,100,100,,100,100,66.66666667,50,,86.66666667,,,91.66666667,,66.66666667,1,1,2,1,3,1,1,2,2,2
2015,2,0,10,6,13,4,14,5,9,71.42857143,66.66666667,81.25,30.76923077,58.33333333,55.55555556,60,2,2,2,3,3,3,3,1,1,2,7,,1,1,2,7,6,4,,,5,3,,3,,5,3,,2,1,3,7,2,2,2,,,7,6,3,10,,0,2,3,1,,1,1,2,2,1,1,4,5,3,3,,9,3,2,11,1,2,2,,2,1,,,3,2,4,1,,2,5,1,2,,9,,,7,,2,1,1,1,9,1,9,1,1,1,3,1,3,7,4,3,1,1,9,1,3,1,0,3,4,1,1,1,1,1,1,1,2,1,1,0,1,4,2,1,4,1,4,1,6,0,3,0,0,4,0,2,0,1,3,2,2,3,4,1,2,9,1,1,4,1,1,2,9,4,1,1,3,1,4,9,3,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,0,2,1,1,1,1,1,1,1,1,2,1,1,0,1,2,1,1,1,1,2,1,2,0,2,0,0,2,0,1,0,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,1,1,2,1,1,1,2,1,100,100,50,77.77777778,,100,100,50,77.77777778,85.71428571,57.14285714,,,83.33333333,50,,75,,83.33333333,50,,66.66666667,50,75,100,66.66666667,50,100,,,100,66.66666667,60,90.90909091,,0,66.66666667,42.85714286,33.33333333,,11.11111111,50,100,66.66666667,20,20,57.14285714,83.33333333,50,42.85714286,,60,60,50,61.11111111,33.33333333,66.66666667,66.66666667,,66.66666667,33.33333333,,,60,50,66.66666667,33.33333333,,50,83.33333333,33.33333333,50,,60,,,58.33333333,,66.66666667,1,2,1,2,2,3,2,3,2,3
2015,3,0,13,9,15,11,20,6,14,92.85714286,100,93.75,84.61538462,83.33333333,66.66666667,93.33333333,1,1,1,1,1,2,1,1,1,3,9,,1,1,3,9,7,6,,,6,6,,4,,6,6,,3,2,4,6,3,4,2,,,6,9,5,10,,3,2,6,3,,7,2,2,3,5,3,7,6,5,4,,14,3,3,15,2,3,3,,2,1,,,3,3,4,2,,4,6,3,3,,14,,,11,,3,1,1,1,1,1,1,1,1,1,3,1,3,1,4,3,1,1,1,1,1,1,3,1,4,1,2,1,1,5,1,1,3,1,1,1,1,3,2,1,4,1,1,1,1,1,1,2,1,2,0,0,1,1,3,2,2,3,2,1,2,1,9,2,1,1,4,1,1,4,2,1,2,2,4,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,100,100,75,100,,100,100,75,100,100,85.71428571,,,100,100,,100,,100,100,,100,100,100,85.71428571,100,100,100,,,85.71428571,100,100,90.90909091,,75,66.66666667,85.71428571,100,,77.77777778,100,100,100,100,60,100,100,83.33333333,57.14285714,,93.33333333,60,75,83.33333333,66.66666667,100,100,,66.66666667,33.33333333,,,60,75,66.66666667,66.66666667,,100,100,100,75,,93.33333333,,,91.66666667,,100,1,3,1,1,2,2,2,3,3,2
2015,1,0,9,9,16,10,16,5,11,64.28571429,100,100,76.92307692,66.66666667,55.55555556,73.33333333,3,1,1,1,2,3,3,0,1,3,6,,0,1,3,6,6,3,,,6,6,,4,,6,6,,3,2,4,7,3,4,2,,,7,9,5,11,,4,2,4,3,,7,2,1,2,5,3,6,5,3,4,,11,1,4,11,2,3,2,,1,2,,,1,4,3,2,,4,5,2,2,,11,,,8,,3,1,1,1,0,9,2,1,1,3,3,1,9,1,4,3,1,1,1,1,1,1,3,1,4,1,1,1,1,1,1,1,3,1,1,1,1,3,2,1,4,2,1,1,1,1,1,9,1,2,1,0,1,1,1,2,2,3,2,1,2,4,9,1,1,1,4,1,1,2,1,4,1,4,0,1,3,1,1,1,0,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,0,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,2,2,0,1,1,0,100,75,66.66666667,,0,100,75,66.66666667,85.71428571,42.85714286,,,100,100,,100,,100,100,,100,100,100,100,100,100,100,,,100,100,100,100,,100,66.66666667,57.14285714,100,,77.77777778,100,50,66.66666667,100,60,85.71428571,83.33333333,50,57.14285714,,73.33333333,20,100,61.11111111,66.66666667,100,66.66666667,,33.33333333,66.66666667,,,20,100,50,66.66666667,,100,83.33333333,66.66666667,50,,73.33333333,,,66.66666667,,100,1,2,1,1,2,2,3,2,2,2
2015,2,0,8,5,16,6,15,6,9,57.14285714,55.55555556,100,46.15384615,62.5,66.66666667,60,3,3,1,2,2,2,3,0,1,1,6,,0,1,1,6,3,5,,,3,3,,2,,3,3,,1,2,2,7,3,4,2,,,7,9,5,11,,2,0,3,1,,4,0,2,3,0,3,3,4,5,4,,9,3,3,12,1,2,2,,2,2,,,3,3,5,1,,1,4,3,2,,9,,,7,,2,1,1,1,1,0,1,1,7,3,3,9,3,1,2,3,3,1,1,1,9,1,4,2,4,1,1,1,1,1,1,1,3,1,1,1,1,3,2,1,4,1,0,0,6,2,3,2,2,2,1,0,0,1,3,4,2,3,3,1,2,1,1,4,2,1,1,2,9,4,1,1,1,1,4,0,0,1,1,1,1,0,1,1,2,2,1,2,2,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,1,2,1,2,1,1,0,0,1,1,2,1,1,2,1,1,1,1,2,1,1,2,2,2,1,1,2,2,1,1,0,0,0,100,25,66.66666667,,0,100,25,66.66666667,42.85714286,71.42857143,,,50,50,,50,,50,50,,33.33333333,100,50,100,100,100,100,,,100,100,100,100,,50,0,42.85714286,33.33333333,,44.44444444,0,100,100,0,60,42.85714286,66.66666667,83.33333333,57.14285714,,60,60,75,66.66666667,33.33333333,66.66666667,66.66666667,,66.66666667,66.66666667,,,60,75,83.33333333,33.33333333,,25,66.66666667,100,50,,60,,,58.33333333,,66.66666667,1,1,1,2,2,2,2,2,2,2
2015,3,0,7,7,11,3,8,4,4,50,77.77777778,68.75,23.07692308,33.33333333,44.44444444,26.66666667,4,2,3,4,4,3,4,1,1,2,4,,1,1,2,4,5,2,,,4,6,,4,,4,6,,1,2,4,5,2,2,2,,,5,6,4,7,,0,1,2,1,,0,1,2,2,1,0,2,2,2,2,,4,2,2,8,0,0,2,,1,1,,,2,2,4,0,,0,2,1,1,,4,,,4,,0,1,1,9,0,9,3,2,1,1,3,1,3,7,4,2,2,1,1,1,1,1,3,1,4,9,0,1,1,1,1,3,3,1,4,9,1,3,2,1,4,1,0,1,6,0,3,0,9,0,9,0,0,6,4,4,1,3,2,1,2,4,0,1,4,1,3,3,2,4,4,1,2,1,3,9,3,1,1,2,0,2,2,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,0,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,0,1,2,0,2,0,2,0,2,0,0,2,2,2,2,1,1,1,1,2,0,2,2,1,2,2,2,1,2,2,2,1,2,2,1,100,100,50,44.44444444,,100,100,50,44.44444444,71.42857143,28.57142857,,,66.66666667,100,,100,,66.66666667,100,,33.33333333,100,100,71.42857143,66.66666667,50,100,,,71.42857143,66.66666667,80,63.63636364,,0,33.33333333,28.57142857,33.33333333,,0,50,100,66.66666667,20,0,28.57142857,33.33333333,33.33333333,28.57142857,,26.66666667,40,50,44.44444444,0,0,66.66666667,,33.33333333,33.33333333,,,40,50,66.66666667,0,,0,33.33333333,33.33333333,25,,26.66666667,,,33.33333333,,0,2,2,1,1,2,2,2,2,2,3
2015,2,0,14,9,15,12,19,6,13,100,100,93.75,92.30769231,79.16666667,66.66666667,86.66666667,1,1,1,1,1,2,1,1,1,4,9,,1,1,4,9,7,7,,,6,6,,4,,6,6,,3,2,4,7,3,3,2,,,7,8,5,10,,4,2,6,3,,8,2,2,3,5,4,5,6,3,7,,13,3,3,15,2,2,3,,0,3,,,3,3,4,2,,2,6,3,4,,13,,,11,,2,1,1,1,1,1,1,1,1,1,3,1,1,1,4,3,1,1,1,1,1,1,3,1,4,1,1,1,1,1,1,1,3,1,1,1,2,3,2,1,4,1,1,1,1,1,1,2,1,2,2,0,1,1,3,2,2,3,2,5,2,1,0,1,1,1,4,2,1,4,4,2,1,1,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,2,1,1,2,1,2,1,1,1,1,100,100,100,100,,100,100,100,100,100,100,,,100,100,,100,,100,100,,100,100,100,100,100,75,100,,,100,88.88888889,100,90.90909091,,100,66.66666667,85.71428571,100,,88.88888889,100,100,100,100,80,71.42857143,100,50,100,,86.66666667,60,75,83.33333333,66.66666667,66.66666667,100,,0,100,,,60,75,66.66666667,66.66666667,,50,100,100,100,,86.66666667,,,91.66666667,,66.66666667,1,1,1,1,1,3,2,3,3,2
2015,2,0,7,7,16,6,18,7,11,50,77.77777778,100,46.15384615,75,77.77777778,73.33333333,4,2,1,2,2,1,3,0,1,0,6,,0,1,0,6,3,4,,,4,6,,3,,4,6,,2,2,3,7,3,4,2,,,7,9,5,11,,2,2,3,1,,3,2,1,2,3,1,5,4,4,7,,11,4,3,13,3,2,3,,1,3,,,4,3,4,3,,2,4,3,4,,11,,,9,,2,1,1,1,9,0,1,1,1,3,3,9,3,0,3,3,2,4,1,1,1,1,3,1,4,1,1,1,1,1,1,1,3,1,1,1,1,3,2,1,4,2,0,1,9,9,3,2,1,2,0,0,1,1,2,2,2,3,4,5,2,1,1,1,1,1,4,2,1,4,7,2,1,1,4,1,3,1,1,1,2,0,1,1,1,2,1,2,2,0,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,2,2,2,1,1,1,0,0,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,0,100,0,66.66666667,,0,100,0,66.66666667,42.85714286,57.14285714,,,66.66666667,100,,75,,66.66666667,100,,66.66666667,100,75,100,100,100,100,,,100,100,100,100,,50,66.66666667,42.85714286,33.33333333,,33.33333333,100,50,66.66666667,60,20,71.42857143,66.66666667,66.66666667,100,,73.33333333,80,75,72.22222222,100,66.66666667,100,,33.33333333,100,,,80,75,66.66666667,100,,50,66.66666667,100,100,,73.33333333,,,75,,66.66666667,1,2,2,2,3,2,2,2,2,2
2015,1,0,12,5,15,5,17,7,10,85.71428571,55.55555556,93.75,38.46153846,70.83333333,77.77777778,66.66666667,1,3,1,3,2,1,2,1,1,2,9,,1,1,2,9,6,6,,,3,4,,2,,3,4,,1,2,2,7,3,3,2,,,7,8,4,11,,2,0,3,1,,2,1,2,2,2,1,5,6,3,4,,10,3,4,13,2,2,3,,2,2,,,3,4,5,2,,2,6,1,2,,10,,,8,,2,1,1,1,1,1,1,1,1,1,3,2,3,1,4,3,3,4,1,1,1,0,4,1,4,1,1,1,1,1,1,1,3,1,2,1,1,3,2,1,4,1,0,3,0,1,1,5,1,0,0,0,9,1,3,1,2,3,2,1,2,4,0,2,4,1,1,2,1,4,1,1,1,2,4,1,3,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,2,0,1,1,2,1,0,0,0,2,1,1,1,1,1,1,1,1,2,0,1,2,1,2,2,1,1,1,2,2,2,1,1,1,100,100,50,100,,100,100,50,100,85.71428571,85.71428571,,,50,66.66666667,,50,,50,66.66666667,,33.33333333,100,50,100,100,75,100,,,100,88.88888889,80,100,,50,0,42.85714286,33.33333333,,22.22222222,50,100,66.66666667,40,20,71.42857143,100,50,57.14285714,,66.66666667,60,100,72.22222222,66.66666667,66.66666667,100,,66.66666667,66.66666667,,,60,100,83.33333333,66.66666667,,50,100,33.33333333,50,,66.66666667,,,66.66666667,,66.66666667,2,2,1,2,2,2,2,2,2,2
2015,1,0,7,6,11,5,10,3,7,50,66.66666667,68.75,38.46153846,41.66666667,33.33333333,46.66666667,4,2,3,3,4,4,3,0,1,2,4,,0,1,2,4,3,4,,,4,4,,2,,4,4,,2,2,2,5,2,2,2,,,5,6,2,9,,3,0,3,0,,2,1,2,3,2,0,4,1,1,5,,7,2,1,8,1,1,2,,0,1,,,2,1,2,1,,2,1,1,4,,7,,,6,,1,1,1,1,0,1,2,2,9,3,3,1,3,1,3,3,1,4,1,1,3,0,0,1,2,1,2,1,0,1,1,1,3,2,4,1,1,2,2,1,4,1,0,3,6,0,1,0,1,2,0,9,0,5,4,5,3,3,0,3,4,2,9,1,1,1,4,1,1,1,4,2,2,1,4,0,3,1,1,1,0,1,2,2,2,2,1,1,2,1,2,1,1,2,1,1,1,0,0,1,2,1,1,1,0,1,1,1,1,2,2,1,1,2,1,1,1,1,0,2,2,0,1,0,1,1,0,2,0,2,2,2,2,1,0,2,2,2,2,2,1,1,1,1,1,2,2,1,2,1,1,0,1,0,100,50,44.44444444,,0,100,50,44.44444444,42.85714286,57.14285714,,,66.66666667,66.66666667,,50,,66.66666667,66.66666667,,66.66666667,100,50,71.42857143,66.66666667,50,100,,,71.42857143,66.66666667,40,81.81818182,,75,0,42.85714286,0,,22.22222222,50,100,100,40,0,57.14285714,16.66666667,16.66666667,71.42857143,,46.66666667,40,25,44.44444444,33.33333333,33.33333333,66.66666667,,0,33.33333333,,,40,25,33.33333333,33.33333333,,50,16.66666667,33.33333333,100,,46.66666667,,,50,,33.33333333,2,1,1,1,2,2,3,3,2,3
