実施年,地域規模,学校番号,性別,正答数_国,正答数_算,正誤_国_01,正誤_国_02,正誤_国_03,正誤_国_04,正誤_国_05,正誤_国_06,正誤_国_07,正誤_国_08,正誤_国_09,正誤_国_10,正誤_国_11,正誤_国_12,正誤_国_13,正誤_国_14,正誤_算_01,正誤_算_02,正誤_算_03,正誤_算_04,正誤_算_05,正誤_算_06,正誤_算_07,正誤_算_08,正誤_算_09,正誤_算_10,正誤_算_11,正誤_算_12,正誤_算_13,正誤_算_14,正誤_算_15,正誤_算_16,児童質問回答_001,児童質問回答_002,児童質問回答_003,児童質問回答_004,児童質問回答_005,児童質問回答_016,児童質問回答_017,児童質問回答_018,児童質問回答_019,児童質問回答_023,児童質問回答_024,児童質問回答_025,児童質問回答_036,児童質問回答_037,児童質問回答_048,児童質問回答_049,児童質問回答_050,児童質問回答_056,児童質問回答_057,児童質問回答_058
2024,4,118044,1,12,15,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,4,1,1,1,1,1,4,3,1,2,3,1,2,1,1,2
2024,1,115737,1,13,14,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,3,1,5,4,2,3,1,2,2,4,2,2,2,2,2,2,1,1,1
2024,2,110118,1,12,13,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,3,1,6,1,4,4,1,3,3,4,4,2,1,1,1,4,2,1,3
2024,1,112935,2,13,14,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,2,1,1,3,1,1,1,1,1,1,1,1,2
2024,1,118116,2,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,4,5,1,1,2,2,3,4,2,2,2,1,2,2,1,1,1
2024,4,112440,2,13,14,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,5,2,2,1,2,3,4,2,2,1,3,1,1,4,1,2
2024,2,110920,1,11,14,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,6,4,1,2,1,1,2,4,2,2,2,2,1,2,1,1,1
2024,2,107436,1,12,15,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,6,6,1,2,2,2,1,4,2,1,2,2,1,1,1,1,1
2024,3,110748,1,14,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,3,1,3,3,4,2,2,4,3,3,2,2,1,1,1,1,1
2024,3,100130,2,13,12,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,2,2,4,3,1,2,1,1,3,4,2,2,2,2,1,2,1,1,1
2024,3,105385,1,12,15,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,5,1,1,1,1,2,4,1,1,2,2,1,1,1,1,1
2024,3,102287,2,13,16,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,2,1,2,2,1,4,2,1,1,1,1,1,3,2,2
2024,2,112125,2,11,15,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,5,2,1,1,1,2,4,2,1,1,1,1,1,1,1,1
2024,1,112971,2,13,14,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,4,2,2,3,1,2,3,4,2,2,2,4,2,2,3,2,2
2024,3,109487,2,13,15,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,6,6,1,2,3,3,3,4,2,2,1,1,1,1,2,1,2
2024,2,108881,2,11,16,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,4,1,3,2,2,2,4,1,1,1,1,1,2,1,1,1
2024,4,116755,1,12,15,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,6,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1
2024,4,116232,1,13,16,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,4,1,1,3,2,4,1,1,1,1,1,1,1,1,1
2024,3,101274,1,13,15,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6,5,2,3,1,2,1,4,2,2,1,3,1,1,1,1,1
2024,4,118426,2,12,15,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,6,4,2,3,1,1,3,4,2,1,2,1,1,1,3,2,1
2024,4,107368,2,12,13,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,6,6,2,1,1,2,1,4,1,1,1,1,1,1,1,1,1
2024,1,107508,2,14,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,6,4,1,1,1,2,3,3,2,2,3,1,1,1,3,1,3
2024,1,112731,2,12,14,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,4,1,5,6,2,2,2,2,2,4,2,1,1,1,1,1,3,1,2
2024,1,106138,2,13,14,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,4,2,1,1,2,1,1,4,3,1,2,3,1,2,1,1,1
2024,4,105222,1,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,5,2,1,1,1,1,3,4,1,1,1,3,1,2,1,1,1
2024,3,114547,1,12,14,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,5,2,1,3,2,2,3,1,1,2,4,2,1,3,1,1
2024,1,116423,2,12,15,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,5,4,2,3,1,2,3,4,1,1,1,3,2,1,1,1,1
2024,2,100119,2,13,14,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,6,6,1,2,1,2,3,1,1,2,2,3,1,2,1,1,1
2024,3,115782,1,11,13,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,3,6,2,1,1,1,3,2,1,1,2,1,1,1,2,1,2
2024,3,106050,2,13,14,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,6,5,1,2,3,2,3,2,1,2,1,3,1,3,3,2,1
2024,3,112117,2,13,13,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,3,4,1,1,1,1,1,4,1,2,1,2,1,1,4,1,4
2024,2,107409,2,12,13,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,3,3,1,4,2,1,1,2,2,4,2,1,2,3,1,1,2,1,1
2024,1,106894,2,12,14,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,1,6,3,3,3,2,2,3,4,2,1,1,1,2,1,2,1,3
2024,1,109271,2,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,5,5,1,2,1,2,1,4,3,3,2,1,2,2,1,2,1
2024,1,103446,2,12,16,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,5,1,1,1,1,3,4,2,1,2,1,1,2,3,2,2
2024,1,105358,1,13,13,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,4,4,2,2,1,1,3,3,1,2,1,2,1,2,2,1,2
2024,4,102848,2,12,14,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,5,5,1,1,1,1,2,4,3,1,1,2,1,1,1,1,1
2024,1,113417,2,13,14,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,4,4,1,2,1,1,3,3,1,2,2,2,1,2,1,1,1
2024,3,114960,1,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,6,2,1,2,1,2,1,4,2,2,3,2,1,2,1,1,2
2024,2,101448,1,12,12,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,3,2,6,4,3,3,2,2,3,4,3,2,3,3,2,2,3,1,3
2024,2,115431,2,13,14,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,6,4,2,2,3,1,3,4,2,2,2,2,1,2,3,1,2
2024,3,105268,2,14,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,3,2,4,5,2,3,2,2,3,1,1,2,2,1,1,1,3,2,2
2024,1,104522,1,11,15,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,4,5,1,1,1,2,3,4,2,1,2,1,2,1,3,1,2
2024,2,112953,2,13,14,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,4,2,2,2,1,1,2,4,2,2,2,2,2,2,1,2,2
2024,4,111867,1,13,15,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,4,5,2,1,2,2,1,4,2,1,1,2,1,1,1,1,1
2024,4,101797,1,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,6,6,1,1,2,2,3,2,2,1,2,2,1,1,1,1,1
2024,3,114027,2,13,14,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,6,2,2,3,3,3,4,1,1,1,1,1,1,1,1,1
2024,3,109982,2,14,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,6,2,3,1,2,3,4,1,2,2,2,1,2,3,1,2
2024,2,106771,2,13,14,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,4,2,1,2,1,1,2,3,2,2,2,2,1,2,1,1,1
2024,3,107990,1,12,16,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,6,1,2,1,1,3,4,1,2,2,2,1,1,1,1,1
2024,1,109507,2,12,15,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,4,1,1,1,1,3,4,2,1,2,4,2,2,2,4,2
2024,1,106052,2,13,16,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,4,2,3,2,2,1,1,1,1,1
2024,1,107951,1,12,15,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,4,2,1,1,2,1,2,4,3,2,1,2,1,3,2,1,4
2024,3,105891,2,14,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,5,5,3,2,3,1,3,4,3,1,2,3,1,1,2,1,1
2024,3,100679,1,12,13,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,3,2,5,5,2,2,1,1,2,4,3,2,2,3,1,2,1,1,1
2024,2,111503,2,13,15,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,5,4,1,2,1,2,3,2,2,1,2,2,1,2,1,1,1
2024,3,116163,2,14,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,5,2,4,1,3,3,4,1,2,2,1,1,2,1,2,1
2024,2,100596,1,12,12,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,5,2,2,3,2,1,2,4,4,3,2,2,2,2,3,2,2
2024,1,103920,1,14,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,6,3,1,2,1,2,2,3,4,1,2,2,2,2,1,1,1
2024,3,109910,2,14,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,1,3,1,2,2,2,2,3,3,2,2,1,2,1,2
2024,1,101221,1,13,13,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,6,5,1,1,1,2,2,4,2,1,2,1,1,1,1,1,1
2024,3,101064,1,13,14,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,5,5,1,2,2,1,2,3,2,2,1,2,1,2,2,1,1
2024,4,110022,1,13,14,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,4,4,1,1,3,2,3,1,1,1,1,1,1,1,1,1
2024,3,103654,2,13,16,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,6,4,1,1,1,1,3,4,3,2,2,4,2,3,2,1,1
2024,2,114140,1,12,16,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,1,3,4,2,3,2,4,3,2,4,2,2,1,3,1,2
2024,2,116651,2,13,14,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,3,4,2,2,2,4,1,4,2,2,3,4,1,3,3,1,2
2024,3,117702,1,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,5,3,2,2,1,1,3,4,1,2,2,2,1,2,3,1,3
2024,3,114537,1,12,16,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,1,3,3,1,1,1,4,3,1,2,3,2,1,3,2,1
2024,3,109107,1,13,15,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,5,6,1,2,2,1,2,4,1,2,1,3,4,2,2,1,2
2024,4,110117,2,11,13,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,4,2,1,2,2,1,3,4,1,1,1,3,1,2,2,2,1
2024,3,115126,1,13,15,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6,6,2,2,1,1,3,4,2,1,1,2,2,1,1,1,1
2024,2,108848,1,14,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,5,4,1,2,2,1,2,4,2,2,2,2,1,2,2,1,1
2024,4,107311,2,14,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,1,4,1,2,1,2,1,1,2,1,2
2024,4,114309,2,14,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,4,2,2,1,1,2,1,4,2,3,3,2,1,1,1,1,1
2024,3,105781,2,13,15,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,5,3,2,2,3,4,3,3,1,2,2,1,1,1,1,1,2
2024,3,112323,2,12,12,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,1,6,3,3,3,2,2,3,3,4,2,3,1,1,1,4,1,1
2024,2,111360,1,12,16,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,5,2,1,3,2,3,2,2,2,2,3,2,3,3,1,2
2024,3,103329,2,14,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,3,3,6,5,1,2,2,3,2,1,1,1,2,1,2,3,3,2,3
2024,1,106451,1,12,13,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,5,4,1,1,1,1,2,4,2,1,1,2,1,2,1,1,1
2024,1,113511,2,12,14,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,5,5,1,2,1,1,3,1,2,2,1,1,1,1,3,1,1
2024,3,102929,1,12,15,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,4,5,2,1,2,2,1,2,1,1,1,3,2,2,1,1,1
2024,3,100344,2,11,14,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,4,4,1,3,1,2,2,4,2,1,1,2,2,2,1,1,1
2024,1,104427,2,13,15,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,6,1,1,2,2,1,3,4,2,1,1,2,1,1,3,2,1
2024,1,102263,2,14,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,6,4,1,2,2,1,2,4,2,1,1,1,1,2,4,1,3
2024,3,107764,2,14,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,4,5,3,3,1,2,3,1,2,2,2,1,1,1,1,1,2
2024,3,100533,2,12,13,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,5,4,2,3,2,1,2,4,2,2,3,3,2,3,3,2,2
2024,2,102622,1,14,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,5,5,4,3,4,3,3,3,4,2,2,3,3,1,3,1,1
2024,1,117093,1,11,14,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,4,6,2,3,3,2,2,4,2,2,2,2,1,1,1,1,1
2024,3,115851,1,13,12,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,2,3,2,3,3,2,1,2,4,3,2,2,2,2,2,2,2,2
2024,3,106723,2,12,15,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,3,5,3,3,2,3,3,4,2,2,3,2,1,2,3,2,2
2024,1,106835,1,13,11,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,2,5,5,2,1,2,1,2,4,1,1,1,1,1,1,3,1,1
2024,3,118478,2,12,15,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,6,1,1,2,3,2,4,2,1,1,2,1,1,4,2,3
2024,3,100233,1,12,16,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,1,2,1,2,1,4,3,2,2,2,1,2,1,1,2
2024,2,117660,2,13,14,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,6,4,2,1,2,1,2,2,2,1,1,2,1,2,1,1,1
2024,1,118252,1,11,14,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,5,6,1,1,1,1,3,4,2,2,2,1,1,1,2,1,2
2024,1,114389,1,12,13,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,4,3,3,3,2,2,2,3,2,3,3,3,2,2,3,2,2
2024,3,100477,2,13,14,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,6,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1
2024,1,106095,1,14,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,2,1,1,2,1,5,6,2,2,1,2,1,4,2,3,2,4,2,2,1,1,2
2024,3,117966,1,12,13,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,4,4,1,1,1,1,3,3,1,2,2,1,1,2,2,1,2
2024,2,113243,1,14,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,6,1,1,2,1,1,3,4,2,1,1,1,1,1,1,1,1
2024,4,114308,2,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,3,2,1,1,3,1,3,2,1,1,1,1,1,2,1,2
2024,2,114074,1,12,14,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,5,6,1,2,1,2,2,1,2,1,2,3,1,1,3,1,2
2024,3,102957,1,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,6,5,2,3,4,2,2,2,2,3,3,2,1,2,4,1,2
2024,3,114379,1,13,14,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,6,3,2,2,1,2,3,4,2,2,2,2,2,1,2,1,1
2024,1,100726,2,11,14,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,3,2,5,1,1,2,1,1,2,4,2,3,2,3,1,2,2,2,2
2024,1,103890,1,13,15,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,2,1,1,1,1,2,3,2,1,1,2,1,1,2,1,2
2024,3,112255,2,13,15,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,2,2,6,4,2,1,2,2,2,4,1,2,2,2,1,1,3,2,1
2024,2,107791,1,14,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,5,5,1,1,1,1,2,3,1,1,1,2,1,1,1,1,1
2024,3,117932,2,13,13,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,5,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1
2024,3,112569,2,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,3,2,5,5,2,1,2,3,2,1,2,2,2,1,1,1,2,1,1
2024,1,117934,1,12,15,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,6,3,2,4,1,1,2,4,2,2,2,2,1,2,2,1,1
2024,3,102897,1,13,16,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,4,1,1,2,2,4,1,1,1,4,1,1,1,1,1
2024,1,103686,1,14,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,3,3,2,2,3,2,2,4,2,2,2,2,2,2,2,2,2
2024,2,115451,1,12,14,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,6,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
2024,3,109665,1,12,13,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,2,3,4,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1
2024,1,113590,2,13,16,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1
2024,2,104080,2,13,13,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,4,4,2,2,2,2,3,4,2,2,2,1,1,2,2,1,2
2024,1,114383,1,13,11,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,6,6,2,1,2,2,1,4,3,1,2,1,1,1,1,1,2
