実施年,地域規模,学校番号,性別,正答数_国,正答数_数,正誤_国_01,正誤_国_02,正誤_国_03,正誤_国_04,正誤_国_05,正誤_国_06,正誤_国_07,正誤_国_08,正誤_国_09,正誤_国_10,正誤_国_11,正誤_国_12,正誤_国_13,正誤_国_14,正誤_国_15,正誤_数_01,正誤_数_02,正誤_数_03,正誤_数_04,正誤_数_05,正誤_数_06,正誤_数_07,正誤_数_08,正誤_数_09,正誤_数_10,正誤_数_11,正誤_数_12,正誤_数_13,正誤_数_14,正誤_数_15,正誤_数_16,生徒質問回答_001,生徒質問回答_002,生徒質問回答_003,生徒質問回答_004,生徒質問回答_005,生徒質問回答_016,生徒質問回答_017,生徒質問回答_018,生徒質問回答_019,生徒質問回答_023,生徒質問回答_024,生徒質問回答_025,生徒質問回答_036,生徒質問回答_037,生徒質問回答_048,生徒質問回答_049,生徒質問回答_050,生徒質問回答_056,生徒質問回答_057,生徒質問回答_058
2024,2,202340,1,13,16,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,6,3,2,2,2,2,1,4,2,1,3,3,1,2,4,2,2
2024,1,207117,2,10,13,1,1,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,3,2,2,2,1,2,1,3,1,2,3,2,1,1,1,1,2
2024,1,208011,2,14,13,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,4,2,5,2,2,1,1,2,1,4,2,1,1,3,1,2,1,1,1
2024,1,204098,2,12,14,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,5,3,2,2,1,1,3,4,3,1,2,3,2,2,2,2,1
2024,3,208592,1,11,16,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,6,2,3,2,2,1,4,2,2,1,3,1,1,1,1,1
2024,1,209487,2,12,13,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,5,2,2,2,1,1,4,1,1,1,2,2,2,2,2,2
2024,2,208800,2,14,13,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,6,2,2,1,1,1,2,4,3,1,2,4,3,3,2,1,1
2024,3,208543,2,14,14,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,4,2,3,4,2,1,3,4,4,2,3,4,1,2,4,3,2
2024,1,206783,2,14,14,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,3,6,5,1,1,1,1,1,4,2,1,1,1,1,1,1,4,1
2024,1,200197,2,12,15,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,5,1,1,1,2,3,4,2,1,3,4,1,3,2,1,1
2024,2,203707,2,13,16,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,4,1,3,1,2,2,4,2,2,2,3,2,2,3,3,2
2024,2,207961,1,12,16,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,1,1,2,2,2,4,2,2,2,2,2,1,2,1,1
2024,3,202558,2,12,14,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,5,6,2,3,3,3,3,4,1,1,2,1,1,1,1,1,1
2024,2,208206,1,14,14,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,2,5,3,3,2,2,2,1,4,3,2,3,3,1,2,2,1,2
2024,3,207888,1,13,14,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,5,4,1,1,1,1,1,4,2,1,2,2,1,2,1,1,1
2024,3,206725,2,13,13,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,6,2,1,1,1,1,2,4,4,1,1,3,2,3,2,2,2
2024,1,205095,1,12,15,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,6,1,1,1,1,2,3,1,2,1,2,1,1,2,1,3
2024,2,206460,2,12,12,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,6,4,1,2,1,1,2,4,3,2,1,3,2,1,1,1,1
2024,1,204433,1,13,12,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,2,1,6,4,1,2,1,3,2,4,4,3,2,2,2,2,2,2,2
2024,3,206657,1,11,13,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,5,4,1,3,1,3,4,3,1,1,1,1,1,1,1,1
2024,1,209071,1,13,11,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,2,4,4,1,1,1,1,2,3,2,1,2,3,1,2,1,1,1
2024,2,204724,1,11,13,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,6,5,1,1,2,1,2,4,1,2,2,2,1,2,2,2,2
2024,3,204971,2,12,12,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,5,1,1,1,2,1,2,3,2,1,1,3,1,1,1,1,1
2024,3,205417,2,12,11,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,3,2,6,4,1,2,1,1,1,4,2,2,2,3,2,2,2,2,2
2024,4,203081,2,13,14,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,4,5,1,2,2,1,2,4,2,2,2,2,1,2,1,1,1
2024,1,208590,2,11,12,1,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,2,4,4,2,2,1,2,2,4,2,3,2,3,1,2,2,1,1
2024,1,208284,2,12,16,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,2,1,2,1,2,1,4,2,1,2,3,1,2,1,2,2
2024,1,207302,1,13,13,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,3,2,6,6,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1
2024,2,207490,2,13,12,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,6,1,1,1,1,3,2,2,1,2,1,1,2,1,1,1
2024,1,200323,1,11,15,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,4,4,1,1,1,1,1,4,2,2,1,4,2,1,2,1,2
2024,2,207992,2,11,13,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,5,5,1,3,1,1,2,3,1,3,3,2,1,3,3,1,2
2024,1,205474,1,13,15,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,5,1,2,1,1,3,3,2,1,1,2,1,2,1,1,1
2024,3,208280,1,12,15,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,4,4,1,1,1,1,3,3,1,1,1,4,1,1,1,1,1
2024,3,207353,2,11,9,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,1,1,2,1,2,2,1,2,2,5,6,1,1,1,1,3,3,1,1,2,2,1,1,2,1,1
2024,1,201282,1,10,14,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,3,4,4,3,3,2,2,3,4,2,2,2,3,2,2,1,1,2
2024,3,206389,1,12,14,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,6,5,2,2,1,2,1,4,3,2,2,3,1,2,2,1,2
2024,1,203056,1,13,10,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,2,2,4,4,1,3,1,1,3,4,1,2,2,2,1,2,1,1,1
2024,2,207579,2,12,15,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,6,6,2,4,3,2,3,4,3,2,4,3,1,1,2,1,1
2024,1,207289,2,15,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,3,4,1,2,1,1,2,4,1,1,1,2,1,1,3,1,1
2024,2,208483,2,14,12,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,5,5,2,1,1,2,1,4,3,2,2,3,2,3,2,2,1
2024,1,209283,2,11,16,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,1,2,1,2,2,2,4,1,2,4,3,1,1,4,2,2
2024,4,205126,2,11,16,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,2,1,2,2,4,2,1,2,3,1,2,2,2,1
2024,4,204329,1,11,13,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,3,2,5,6,2,1,1,1,3,1,1,1,1,1,1,1,3,1,1
2024,1,201448,1,11,12,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,5,4,2,1,1,2,1,4,2,1,1,2,1,1,1,1,1
2024,2,205554,1,12,14,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,5,2,2,2,1,1,1,3,2,2,2,3,2,2,2,2,2
2024,3,207156,1,13,14,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,5,4,2,2,1,1,2,4,2,2,4,3,2,2,4,3,2
2024,1,201515,1,14,13,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,6,3,2,3,1,2,1,4,1,2,3,4,1,2,1,1,1
2024,2,206638,2,13,13,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,3,5,5,2,1,2,2,3,3,2,2,2,3,1,2,2,1,2
2024,3,206076,1,13,12,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,3,1,5,6,2,2,2,1,2,4,1,1,2,3,1,2,2,2,1
2024,2,202037,2,13,14,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,6,5,1,1,1,1,1,4,2,1,2,1,2,1,2,2,1
2024,3,208168,2,11,16,1,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,4,2,2,1,1,1,4,2,2,1,1,1,1,1,1,1
2024,3,207937,2,14,15,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,2,1,2,1,2,2,4,3,3,3,4,1,3,3,2,3
2024,2,207281,2,13,12,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,2,2,4,6,2,3,2,2,3,4,2,2,3,2,2,1,4,1,3
2024,4,206887,1,11,11,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,1,6,4,1,2,1,1,3,4,2,2,2,1,1,1,1,1,2
2024,4,208303,2,12,12,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,5,4,1,1,3,3,1,1,1,2,1,1,4,1,1,1
2024,3,209303,2,12,14,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,5,1,1,1,1,3,4,1,1,2,1,1,1,1,1,2
2024,1,205638,2,11,13,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,3,5,4,2,1,3,3,4,2,2,1,3,2,3,1,2,1
2024,3,207964,1,15,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,3,2,2,4,3,2,2,2,2,3,4,2,2,2,1,1,1,1,1,2
2024,1,200576,1,11,13,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,6,6,1,1,2,2,3,4,1,1,1,2,1,2,3,1,2
2024,3,207038,1,13,12,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,2,4,5,2,2,2,2,2,4,2,2,2,2,1,2,2,1,2
2024,3,204268,2,14,13,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,6,6,2,1,1,1,3,1,2,2,2,2,1,2,3,1,1
2024,2,201008,2,13,15,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,5,6,1,1,2,2,2,4,1,1,2,2,1,2,1,1,2
2024,3,204748,2,12,13,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,3,1,6,6,2,1,1,1,3,4,2,2,3,3,2,1,3,1,3
2024,3,207563,1,15,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,4,4,1,1,1,2,1,4,1,2,2,1,1,2,1,1,1
2024,4,203829,1,12,10,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,2,2,1,1,1,4,5,2,3,2,2,2,4,3,3,3,4,2,4,1,2,2
2024,4,200444,1,12,10,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,2,1,2,1,1,2,2,1,1,1,1,2,2,3,1,5,3,1,2,1,1,2,3,1,1,1,2,1,2,1,1,1
2024,2,201963,2,12,13,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,4,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2
2024,1,208425,1,14,14,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,4,3,5,3,2,2,3,2,3,4,3,2,2,2,1,2,2,3,1
2024,3,208157,2,13,14,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,5,4,2,1,1,1,3,1,2,1,1,1,1,1,1,1,1
2024,3,201531,2,13,14,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,6,5,2,2,1,1,3,4,2,2,1,2,1,1,2,1,2
2024,3,206358,2,12,16,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,2,1,2,1,1,1,4,2,1,1,2,1,2,2,1,2
2024,3,209378,2,13,12,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,6,3,2,3,2,2,2,4,3,2,2,2,2,2,2,2,2
2024,1,202973,1,13,13,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,6,3,2,1,2,2,1,4,1,1,1,1,1,1,2,2,1
2024,2,205802,1,13,11,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,4,4,2,2,2,3,3,4,3,2,3,3,1,3,4,1,2
2024,2,204937,1,11,13,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,6,4,1,2,1,1,1,4,1,2,1,2,2,1,1,1,1
2024,3,202095,1,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,3,4,1,1,2,2,3,4,1,1,1,1,1,1,1,1,1
2024,1,204717,2,14,14,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,3,3,1,3,1,1,1,1,1,3,4,1,2,2,4,3,3,1,1,1
2024,1,203907,1,11,12,1,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,2,1,1,2,2,1,2,1,3,3,4,2,1,2,2,2,2,2,2,2
2024,3,206516,2,13,14,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,6,2,2,1,2,1,4,3,2,3,3,2,2,1,1,1
2024,1,201722,2,13,15,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,3,1,2,2,1,4,2,1,1,2,1,1,1,1,2
2024,4,200519,2,14,14,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,3,1,5,5,2,2,2,1,2,3,2,2,3,1,1,1,3,1,2
2024,3,206265,1,13,15,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,5,1,4,1,2,3,1,4,3,2,4,4,2,2,3,3,2
2024,3,204822,1,14,12,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,3,2,2,4,3,2,2,4,4,1,1,4,2,3,1,1,1
2024,4,206804,2,11,16,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,5,5,3,2,1,2,3,4,1,1,1,2,1,1,1,1,1
2024,3,203221,2,14,12,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,2,2,6,4,1,3,1,2,3,2,2,2,1,3,1,2,2,1,1
2024,2,209526,1,11,15,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,3,1,1,1,2,1,4,2,1,2,2,1,2,2,1,2
2024,1,202244,1,13,13,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,3,2,5,5,2,3,3,1,2,4,2,3,2,2,1,1,2,1,1
2024,2,207485,2,11,14,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,6,1,2,3,2,2,3,4,2,2,2,2,1,2,2,1,2
2024,2,203622,1,13,12,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,3,1,4,5,2,3,2,3,3,4,2,2,2,1,1,1,1,1,1
2024,2,205817,1,13,12,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,3,2,5,4,2,3,2,2,3,4,4,1,1,1,1,1,1,2,1
2024,2,201677,2,14,13,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,4,4,1,2,1,1,1,4,2,1,1,2,1,2,1,1,1
2024,2,201602,1,11,15,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,4,1,1,1,2,3,3,2,1,1,2,1,1,1,1,2
2024,3,209548,2,12,12,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,5,4,1,2,1,1,2,4,2,2,2,2,1,1,2,1,1
2024,3,200651,1,12,15,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,6,6,2,1,2,1,1,4,1,2,3,3,2,1,3,3,1
2024,4,208772,1,14,10,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,2,6,5,1,2,1,1,3,3,1,1,1,1,1,1,1,1,1
2024,2,201045,2,11,12,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,3,1,5,3,2,3,2,2,2,4,2,2,2,4,1,2,4,2,2
2024,2,205519,2,13,10,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,2,1,2,2,3,5,3,3,2,1,1,4,3,2,2,3,3,4,2,1,2
2024,3,200776,2,12,14,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,5,5,1,2,1,2,1,4,2,2,1,1,1,1,2,2,2
2024,2,205823,2,13,14,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,4,5,1,1,2,2,3,3,1,1,1,3,3,2,1,2,1
2024,1,201559,2,14,14,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,5,5,2,1,2,2,2,3,2,1,2,1,1,1,3,2,2
2024,3,208203,2,14,14,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,3,5,1,1,2,2,2,3,1,1,2,2,1,1,4,3,3
2024,1,206884,2,13,13,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,2,4,2,1,2,1,1,2,4,2,2,2,3,1,2,3,2,2
2024,3,208340,2,14,10,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,5,3,1,2,1,2,1,4,2,2,2,3,2,2,3,3,1
2024,3,206340,2,12,12,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,3,2,5,3,2,3,2,2,2,4,2,2,3,2,2,1,2,2,3
2024,2,205856,1,11,14,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,5,2,2,3,2,2,1,4,2,3,3,2,1,2,2,3,2
2024,3,201925,1,13,11,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,3,3,5,4,1,1,1,1,1,4,3,2,2,2,1,1,2,2,2
2024,2,204287,1,15,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,1,2,1,1,3,4,2,2,2,2,1,1,2,1,1
2024,1,206700,1,12,16,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,6,6,2,2,2,1,2,4,2,1,2,2,2,1,1,2,2
2024,1,204668,1,11,13,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,4,4,3,2,2,2,2,3,2,1,3,3,1,1,2,1,1
2024,2,203217,1,12,16,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,2
2024,2,209166,2,14,12,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,4,4,1,2,1,2,1,4,2,1,2,3,2,2,1,1,1
2024,3,205854,2,13,14,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,6,5,2,2,1,3,3,4,2,2,2,3,3,2,2,3,2
2024,2,207371,2,10,15,1,1,1,2,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,6,2,1,3,2,3,3,1,1,1,2,1,1,1,1,1
2024,3,207156,1,14,13,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,5,6,2,2,2,2,2,4,3,2,2,3,1,2,3,2,1
2024,2,206856,2,13,12,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,1,4,6,1,1,2,2,1,3,1,3,2,1,1,1,2,2,2
2024,3,201829,2,13,14,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,3,2,2,2,1,1,4,2,1,1,3,3,3,3,3,3
